dataset,variable,storage_type,stata_variable_label,definition,nonmissing_count,missing_count,unique_nonmissing,value_label_mappings_in_dataset,manuscript_definition,manuscript_source,documentation_status
spatial_geo_economic_weights.dta,w_geoeco371700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco410100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco410200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco410300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco410400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco410500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco410600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco410700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco410800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco410900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco411000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco411100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco411200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco411300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco411400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco411500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco411600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco411700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco420100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco420200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco420300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco420500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco420600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco420700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco420800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco420900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco421000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco421100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco421200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco421300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco430100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco430200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco430300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco430400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco430500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco430600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco430700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco430800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco430900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco431000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco431100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco431200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco431300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco440100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco440200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco440300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco440400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
